type,time,latitude,longitude,altitude (m),name,desc
T,01/01/2018 1:27,45.49288,-73.563475,31,,
T,01/01/2018 1:27,45.49288,-73.563475,31,,
T,01/01/2018 1:38,45.492815,-73.563781,42,,
T,01/01/2018 1:38,45.492638,-73.563944,39,,
T,01/01/2018 1:49,45.492668,-73.564335,24,,
T,01/01/2018 1:49,45.492826,-73.565015,28,,
T,01/01/2018 1:49,45.491929,-73.565698,26,,
T,01/01/2018 1:49,45.491042,-73.566451,25,,
T,01/01/2018 1:49,45.490284,-73.567084,24,,
T,01/01/2018 1:50,45.490067,-73.567261,17,,
T,01/01/2018 1:50,45.489688,-73.567547,9,,
T,01/01/2018 1:50,45.488867,-73.568201,16,,
T,01/01/2018 1:50,45.488327,-73.568556,16,,
T,01/01/2018 1:50,45.487904,-73.568764,14,,
T,01/01/2018 1:51,45.487677,-73.568909,13,,
T,01/01/2018 1:51,45.487187,-73.569196,13,,
T,01/01/2018 1:51,45.486694,-73.569647,18,,
T,01/01/2018 1:51,45.486243,-73.57003,13,,
T,01/01/2018 1:51,45.485634,-73.570764,17,,
T,01/01/2018 1:52,45.484928,-73.571915,13,,
T,01/01/2018 1:52,45.484287,-73.572979,10,,
T,01/01/2018 1:52,45.483665,-73.57401,13,,
T,01/01/2018 1:52,45.483427,-73.574352,16,,
T,01/01/2018 1:53,45.483017,-73.575004,12,,
T,01/01/2018 1:53,45.482725,-73.575486,12,,
T,01/01/2018 1:53,45.482575,-73.575758,9,,
T,01/01/2018 1:53,45.482119,-73.576524,13,,
T,01/01/2018 1:53,45.481517,-73.577431,13,,
T,01/01/2018 1:55,45.48131,-73.57772,12,,
T,01/01/2018 1:55,45.481212,-73.577962,10,,
T,01/01/2018 1:55,45.480805,-73.577661,11,,
T,01/01/2018 1:55,45.480185,-73.577825,10,,
T,01/01/2018 1:55,45.479203,-73.57765,13,,
T,01/01/2018 1:55,45.478308,-73.576682,12,,
T,01/01/2018 1:56,45.478308,-73.576682,12,,
T,01/01/2018 1:56,45.476489,-73.574597,9,,
T,01/01/2018 1:56,45.475681,-73.573724,15,,
T,01/01/2018 1:56,45.475014,-73.573668,15,,
T,01/01/2018 1:56,45.475267,-73.574506,23,,
T,01/01/2018 1:56,45.474704,-73.575183,26,,
T,01/01/2018 1:57,45.473491,-73.5756,21,,
T,01/01/2018 1:57,45.47242,-73.576692,20,,
T,01/01/2018 1:57,45.471052,-73.577914,18,,
T,01/01/2018 1:57,45.469558,-73.579356,16,,
T,01/01/2018 1:57,45.468144,-73.580186,25,,
T,01/01/2018 1:57,45.466724,-73.581099,24,,
T,01/01/2018 1:58,45.465671,-73.582377,24,,
T,01/01/2018 1:58,45.464751,-73.583552,31,,
T,01/01/2018 1:58,45.464661,-73.585647,28,,
T,01/01/2018 1:58,45.46466,-73.587687,28,,
T,01/01/2018 1:58,45.46467,-73.589796,29,,
T,01/01/2018 1:58,45.464701,-73.592004,33,,
T,01/01/2018 1:59,45.46497,-73.594204,38,,
T,01/01/2018 1:59,45.465641,-73.595985,41,,
T,01/01/2018 1:59,45.466733,-73.597541,46,,
T,01/01/2018 1:59,45.467902,-73.59896,43,,
T,01/01/2018 1:59,45.469084,-73.600391,43,,
T,01/01/2018 1:59,45.470129,-73.602067,39,,
T,01/01/2018 2:00,45.470865,-73.604169,42,,
T,01/01/2018 2:00,45.471517,-73.606317,43,,
T,01/01/2018 2:00,45.472317,-73.608193,42,,
T,01/01/2018 2:00,45.473183,-73.610205,40,,
T,01/01/2018 2:00,45.474003,-73.61226,48,,
T,01/01/2018 2:00,45.474926,-73.614278,50,,
T,01/01/2018 2:01,45.475908,-73.616191,61,,
T,01/01/2018 2:01,45.476004,-73.616361,61,,
T,01/01/2018 2:01,45.478442,-73.61957,78,,
T,01/01/2018 2:01,45.479752,-73.620806,81,,
T,01/01/2018 2:01,45.480819,-73.622531,85,,
T,01/01/2018 2:02,45.481793,-73.624727,80,,
T,01/01/2018 2:02,45.482776,-73.626872,68,,
T,01/01/2018 2:02,45.483731,-73.629015,64,,
T,01/01/2018 2:02,45.484806,-73.631474,60,,
T,01/01/2018 2:02,45.48579,-73.633674,59,,
T,01/01/2018 2:02,45.486801,-73.635861,57,,
T,01/01/2018 2:03,45.487777,-73.638072,56,,
T,01/01/2018 2:03,45.488665,-73.640055,47,,
T,01/01/2018 2:03,45.489531,-73.641974,44,,
T,01/01/2018 2:03,45.490337,-73.643802,47,,
T,01/01/2018 2:03,45.491163,-73.64563,44,,
T,01/01/2018 2:03,45.492004,-73.647563,37,,
T,01/01/2018 2:04,45.492808,-73.649538,41,,
T,01/01/2018 2:04,45.49361,-73.651364,37,,
T,01/01/2018 2:04,45.494572,-73.653141,39,,
T,01/01/2018 2:04,45.495696,-73.654947,40,,
T,01/01/2018 2:04,45.496753,-73.656613,40,,
T,01/01/2018 2:04,45.497825,-73.658324,39,,
T,01/01/2018 2:05,45.499033,-73.660265,37,,
T,01/01/2018 2:05,45.500185,-73.662023,41,,
T,01/01/2018 2:05,45.501494,-73.663441,41,,
T,01/01/2018 2:05,45.502791,-73.664492,40,,
T,01/01/2018 2:05,45.503809,-73.665345,39,,
T,01/01/2018 2:05,45.504356,-73.666569,38,,
T,01/01/2018 2:06,45.504403,-73.667845,38,,
T,01/01/2018 2:06,45.504175,-73.669049,35,,
T,01/01/2018 2:06,45.504949,-73.669153,37,,
T,01/01/2018 2:06,45.505333,-73.669024,35,,
T,01/01/2018 2:06,45.504452,-73.669416,36,,
T,01/01/2018 2:07,45.503781,-73.669246,34,,
T,01/01/2018 2:07,45.50326,-73.668454,34,,
T,01/01/2018 2:07,45.502884,-73.667106,40,,
T,01/01/2018 2:07,45.503196,-73.665525,44,,
T,01/01/2018 2:07,45.504347,-73.664895,45,,
T,01/01/2018 2:07,45.505865,-73.663973,46,,
T,01/01/2018 2:08,45.507485,-73.662991,46,,
T,01/01/2018 2:08,45.509066,-73.662003,44,,
T,01/01/2018 2:08,45.510589,-73.661029,39,,
T,01/01/2018 2:08,45.512073,-73.660103,39,,
T,01/01/2018 2:08,45.513628,-73.659092,41,,
T,01/01/2018 2:08,45.515213,-73.658087,42,,
